,id,Barbecue,Breads,Fall,Italian,Kid-Friendly,Main Dishes,Spring,Summer,Sunday Lunch,Thanksgiving
444,Italian-Chicken-Over-Polenta-1274419,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
445,Fettuccine-with-Porcini-999060,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
446,Cacio-e-Pepe-1570051,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0
447,Italian-Style-Eggplant-Parmesan-_Melanzane-alla-Parmigiana_-638337,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
448,Italian-Grandma-Pizza-760655,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
449,Maria_s-Stuffed-Chicken-Breasts-Allrecipes,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
450,Italian-Beef-Potpies-1615496,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
451,Pasta-alla-Norma-981912,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
452,Lasagna-Shells-1547774,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
453,Pheasant-Cacciatore-972653,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
454,Sicilian-Pizza-597698,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
455,Vegetarian-lasagna-with-quick-roasted-tomato-and-herb-sauce-309595,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
456,Easy-Skillet-Lasagna-999182,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
457,Randy_s-Slow-Cooker-Ravioli-Lasagna-1217939,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
458,Rosa-lasagna-353882,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
459,Meatballs-With-Risoni-1417966,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
460,Chicken-Piccata-with-Capers-1075781,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
461,Spaghetti-and-Meat-Sauce-1534550,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
462,Spinach-stuffed-shells-370128,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
463,Ravioli-with-Brown-Butter-Sage-Sauce-1105952,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
464,Zesty-Italian-Sausage-Pasta-972847,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
465,Parmigiano-reggiano-crusted-chicken-piccata-347092,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
466,Carbonara-1444013,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
467,Classic-Wild-Mushroom-Risotto-461033,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
468,SPAGHETTI-with-ANCHOVIES-1050567,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
469,Shaved-Asparagus-Pizza-with-Goat-Cheese-and-Ricotta-495188,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
470,Italian-Pot-Roast-1342936,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
471,Gluten-Free-And-Vegan-Zucchini-Lasagna-1615157,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
472,Easy-One-Skillet-Lasagna-1238535,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
473,Italian-Sausage-Tortellini-Skillet-1540540,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
474,Spinach-And-Sun_dried-Tomato-Pasta-Allrecipes,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
475,Easy-Tomato-Basil-Pasta-1215196,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
476,Italian-Sausage-with-Caramelized-Onions_-Mustard_-and-Giardineria-532825,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
477,Pizza-with-Salami_-Mozzarella_-and-Fresh-Herbs-514523,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
478,Rigatoni-di-Casa-1577870,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
479,Asparagus_-ham-and-egg-pasta-349979,0.0,0.0,0.0,1,0.0,1,1.0,0.0,0.0,0.0
480,Gnocchi-with-Sausage-and-Kale-1514035,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
481,Spinach-and-Cheese-Manicotti-673443,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
482,Turkey-Meatballs-with-Tomatoes-and-Basil-Simply-Recipes-42410,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
483,Braised-stuffed-flank-steak-with-fettuccine-299547,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
484,Spaghetti-Carbonara-779047,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
485,Italian-Hasselback-Chicken-Breasts-1461979,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
486,Tomato-and-Basil-Pasta-Martha-Stewart-191602,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
487,Eggplant-parmesan-rigatoni-349097,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
488,Double-mushroom-and-marsala-cream-fettuccine-346954,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
489,Sliced-Bread-Lasagna-518430,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
490,Cream-Mascarpone-Chicken-Risotto-1603380,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
491,Sfoglia_s-Spaghetti-Carbonara-Martha-Stewart-192761,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
492,Tagliatelle-Short-rib-Bolognese-1578754,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
493,Risotto-With-Shrimp-1369096,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
494,Italian-Sausage-Pizza-with-Caramelized-Onions_-Kale-and-Jalapenos-1186342,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
495,Skillet-Italian-Sausage-_-Peppers-with-Penne-1030292,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
496,Vegan-Spaghetti-Bolognese-1413095,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
497,Caprese-Chicken-1080655,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
498,Eggplant-Rollatini-1334707,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
499,Slow-Cooker-Lasagna-1452228,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
